TE,nORF,Class,Family,r_s,p_s,r_p,p_p
chr4:159173089:159173392:L3,981yH2,LINE,CR1,0.759007515,3.98E-78,0.817918066,4.37E-104
chr4:159173487:159173714:L2b,981yH2,LINE,L2,0.768627202,2.44E-81,0.812030015,1.91E-101
chr4:159178429:159178862:MLT1D,981yH2,LTR,ERVL-MaLR,0.760552283,1.24E-78,0.801309919,7.21E-97
chr4:159139997:159140273:AluSx1,7efkH1,SINE,Alu,0.793272119,2.55E-90,0.809552235,2.32E-100
chr4:159172324:159172376:L3,7efkH1,LINE,CR1,0.788453492,1.78E-88,0.81159397,2.97E-101
chr4:159173487:159173714:L2b,7efkH1,LINE,L2,0.78063968,1.46E-85,0.821349123,1.14E-105
chr4:159173715:159173989:AluSz,7efkH1,SINE,Alu,0.788067026,2.49E-88,0.80413579,4.78E-98
chr4:159190434:159190644:MLT1I,7efkH1,LTR,ERVL-MaLR,0.794568822,7.97E-91,0.827527923,1.31E-108
chr4:159136076:159136252:MIRb,8nwmH4,SINE,MIR,0.789149436,9.62E-89,0.814932561,9.80E-103
chr4:159143860:159143902:L2a,8nwmH4,LINE,L2,0.791772682,9.58E-90,0.85699265,1.95E-124
chr4:159166443:159166523:AluJo,8nwmH4,SINE,Alu,0.79112815,1.69E-89,0.853631784,1.85E-122
chr4:159190434:159190644:MLT1I,8nwmH4,LTR,ERVL-MaLR,0.781196136,9.09E-86,0.809211536,3.26E-100
chr4:159191969:159192382:MSTA,8nwmH4,LTR,ERVL-MaLR,0.791516943,1.19E-89,0.816974841,1.17E-103
chr4:159195322:159195430:MIRc,8nwmH4,SINE,MIR,0.791871526,8.80E-90,0.829634424,1.23E-109
chr4:159143860:159143902:L2a,ietnH10,LINE,L2,0.725872036,3.85E-68,0.808555584,6.26E-100
chr4:159166443:159166523:AluJo,ietnH10,SINE,Alu,0.732939426,3.76E-70,0.813820126,3.08E-102
chr4:159166553:159166756:MIR,ietnH10,SINE,MIR,0.770457123,5.77E-82,0.83010223,7.22E-110
chr4:159166812:159167111:AluJr,ietnH10,SINE,Alu,0.754348367,1.26E-76,0.809894959,1.64E-100
chr4:159172428:159172579:MER66-int,ietnH10,LTR,ERV1,0.745959401,5.15E-74,0.813568875,3.98E-102
chr4:159173487:159173714:L2b,ghcwH6,LINE,L2,0.770271,6.66E-82,0.81065653,7.66E-101
chr4:159165545:159165837:AluSg7,tracer76249,SINE,Alu,0.753377319,2.57E-76,0.809100513,3.64E-100
chr4:159168167:159169048:L1MD,tracer76249,LINE,L1,0.796173702,1.89E-91,0.810855505,6.27E-101
chr4:159169303:159169579:AluSz6,tracer76249,SINE,Alu,0.772342959,1.28E-82,0.813623445,3.77E-102
chr4:159172584:159173056:MER41E,tracer76249,LTR,ERV1,0.770939102,3.92E-82,0.824584492,3.41E-107
chr4:159173089:159173392:L3,tracer76249,LINE,CR1,0.775543853,9.74E-84,0.825588011,1.13E-107
chr4:159173990:159174231:L2b,tracer76249,LINE,L2,0.785251387,2.87E-87,0.826148671,6.08E-108
chr4:159179136:159179269:MIR3,tracer76249,SINE,MIR,0.781558818,6.72E-86,0.8210403,1.59E-105
chr4:159190645:159191277:MER39,tracer76249,LTR,ERV1,0.764842772,4.61E-80,0.802601568,2.10E-97
chr4:159191969:159192382:MSTA,tracer76249,LTR,ERVL-MaLR,0.773996977,3.43E-83,0.81078316,6.74E-101
chr4:159194838:159194993:MIRc,tracer76249,SINE,MIR,0.755408004,5.80E-77,0.812324634,1.42E-101
chr4:159165545:159165837:AluSg7,tracer5270,SINE,Alu,0.798034149,3.43E-92,0.813410726,4.68E-102
chr4:159173089:159173392:L3,tracer5270,LINE,CR1,0.792730435,4.12E-90,0.800906208,1.06E-96
chr4:159166812:159167111:AluJr,tracer112653,SINE,Alu,0.772982772,7.64E-83,0.804852925,2.38E-98
chr4:159168167:159169048:L1MD,tracer112653,LINE,L1,0.798330815,2.61E-92,0.810680365,7.47E-101
chr4:159169303:159169579:AluSz6,tracer112653,SINE,Alu,0.795812873,2.61E-91,0.824994191,2.17E-107
chr4:159173990:159174231:L2b,tracer112653,LINE,L2,0.777589819,1.82E-84,0.809177772,3.37E-100
chr4:159179136:159179269:MIR3,tracer112653,SINE,MIR,0.795576431,3.23E-91,0.824851298,2.54E-107
chr4:159190434:159190644:MLT1I,tracer112653,LTR,ERVL-MaLR,0.751826533,7.88E-76,0.802613884,2.07E-97
chr4:159190645:159191277:MER39,tracer112653,LTR,ERV1,0.773069241,7.14E-83,0.804980085,2.11E-98
chr4:159191969:159192382:MSTA,tracer112653,LTR,ERVL-MaLR,0.76882977,2.09E-81,0.804787053,2.54E-98
chr4:159143860:159143902:L2a,tracer69487,LINE,L2,0.732477309,5.09E-70,0.816810221,1.40E-103
chr4:159165545:159165837:AluSg7,tracer69487,SINE,Alu,0.78657878,9.06E-88,0.819683073,6.76E-105
chr4:159166443:159166523:AluJo,tracer69487,SINE,Alu,0.729060881,4.83E-69,0.810937678,5.77E-101
chr4:159166553:159166756:MIR,tracer69487,SINE,MIR,0.781991889,4.67E-86,0.839446791,1.27E-114
chr4:159166812:159167111:AluJr,tracer69487,SINE,Alu,0.782083291,4.35E-86,0.829662444,1.19E-109
chr4:159172428:159172579:MER66-int,tracer69487,LTR,ERV1,0.767831204,4.53E-81,0.835660656,1.16E-112
chr4:159173089:159173392:L3,tracer69487,LINE,CR1,0.766887756,9.50E-81,0.810590928,8.18E-101
chr4:159166443:159166523:AluJo,tracer10022,SINE,Alu,0.792644653,4.42E-90,0.807957689,1.13E-99
chr4:159173487:159173714:L2b,tracer10022,LINE,L2,0.791769275,9.58E-90,0.811332989,3.87E-101
chr4:159143860:159143902:L2a,tracer74984,LINE,L2,0.732447802,5.18E-70,0.805974429,7.98E-99
chr4:159135036:159135176:MIR3,tracer11791,SINE,MIR,0.794142394,1.16E-90,0.808437587,7.03E-100
chr4:159140695:159140811:MIR3,tracer11791,SINE,MIR,0.797497132,5.64E-92,0.811253939,4.19E-101
chr4:159141635:159141869:MIR,tracer11791,SINE,MIR,0.794989795,5.46E-91,0.809922918,1.60E-100
chr4:159179136:159179269:MIR3,tracer11791,SINE,MIR,0.799483896,8.96E-93,0.817994792,4.03E-104
chr4:159198412:159198708:AluSp,tracer11791,SINE,Alu,0.784454544,5.71E-87,0.801026857,9.44E-97
chr4:167964300:167967598:L1MC1,bknvH1,LINE,L1,0.823689358,1.46E-101,0.840484196,3.60E-115
chr4:167964300:167967598:L1MC1,cwydH1,LINE,L1,0.801842463,3.49E-92,0.811056173,5.12E-101
chr4:167762980:167764495:LTR12C,5sz1H1,LTR,ERV1,0.823768565,1.46E-101,0.836103428,6.90E-113
chr4:167770734:167771475:L1MB2,0wq0H6,LINE,L1,0.816717372,1.48E-98,0.851735592,2.31E-121
chr4:167964300:167967598:L1MC1,0wq0H6,LINE,L1,0.838041733,3.31E-108,0.854900221,3.37E-123
chr4:168053716:168054152:MLT1C,0wq0H6,LTR,ERVL-MaLR,0.819005962,1.67E-99,0.847398472,6.45E-119
chr4:168017413:168018541:L1MCb,bknvH1,LINE,L1,0.795575194,1.07E-89,0.822111072,5.02E-106
chr4:167760124:167760611:L1MDa,0wq0H6,LINE,L1,0.742090508,8.32E-72,0.802556558,2.19E-97
chr4:167762980:167764495:LTR12C,0wq0H6,LTR,ERV1,0.768357194,5.20E-80,0.806578642,4.41E-99
chr4:167984682:167985161:L1PB4,0wq0H6,LINE,L1,0.763226363,2.70E-78,0.809323079,2.91E-100
chr4:168010927:168011608:L1ME1,0wq0H6,LINE,L1,0.760154615,2.55E-77,0.81329221,5.29E-102
chr4:168015957:168016408:MLT2B4,0wq0H6,LTR,ERVL,0.754208567,1.78E-75,0.807350374,2.06E-99
chr4:168065746:168066775:L2a,0wq0H6,LINE,L2,0.785671745,6.06E-86,0.803412093,9.62E-98
chr4:167762980:167764495:LTR12C,2dheH1,LTR,ERV1,0.772452087,2.25E-81,0.807018059,2.86E-99
chr4:167762980:167764495:LTR12C,7efkH1,LTR,ERV1,0.755922851,5.44E-76,0.808961032,4.18E-100
chr4:167762980:167764495:LTR12C,8nwmH4,LTR,ERV1,0.754574511,1.40E-75,0.81239648,1.32E-101
chr4:167964300:167967598:L1MC1,tracer76249,LINE,L1,0.786192873,4.32E-86,0.811185354,4.49E-101
chr4:167762980:167764495:LTR12C,tracer10022,LTR,ERV1,0.784453619,1.58E-85,0.816308856,2.35E-103
chr4:167760124:167760611:L1MDa,tracer11791,LINE,L1,0.776714215,8.13E-83,0.807312268,2.14E-99
chr4:167762980:167764495:LTR12C,tracer11791,LTR,ERV1,0.78045244,4.45E-84,0.81010319,1.33E-100
chr4:168074146:168074403:MIRb,0wq0H6,SINE,MIR,0.758373899,2.48E-76,0.801082194,8.96E-97
chr4:168094792:168095133:L2a,0wq0H6,LINE,L2,0.788199397,1.97E-86,0.819264718,1.05E-104
chr4:168097040:168097487:MLT1D,0wq0H6,LTR,ERVL-MaLR,0.791929453,2.10E-87,0.82434592,4.43E-107
chr4:168125447:168125814:THE1D,0wq0H6,LTR,ERVL-MaLR,0.776584588,3.17E-82,0.807147969,2.52E-99
chr4:168116456:168117124:L1MA9,8nwmH4,LINE,L1,0.74067982,4.28E-71,0.808616768,5.89E-100
chr4:17629639:17629877:MER90a,tracer25049,LTR,ERV1,0.809337255,1.38E-94,0.825549326,1.18E-107
chr4:17630309:17630557:ERV3-16A3_I-int,ay8iH12,LTR,ERVL,0.739152858,2.19E-70,0.818034943,3.86E-104
chr4:17627714:17627872:AluSp,tracer102962,SINE,Alu,0.781689723,5.68E-84,0.804328992,3.96E-98
chr4:17630309:17630557:ERV3-16A3_I-int,tracer36497,LTR,ERVL,0.758364805,4.99E-76,0.811089062,4.95E-101
chr4:25201909:25203537:L1PB1,johqH1,LINE,L1,0.828171578,7.69E-104,0.881995186,5.98E-141
chr4:24668477:24668829:LTR16C,5sz1H1,LTR,ERVL,0.842472666,7.57E-111,0.825055277,2.03E-107
chr4:24671685:24671991:AluSg,5sz1H1,SINE,Alu,0.822904471,2.05E-101,0.791822849,4.79E-93
chr4:24672569:24672984:MSTB,5sz1H1,LTR,ERVL-MaLR,0.835079253,3.71E-107,0.82916976,2.08E-109
chr4:24668477:24668829:LTR16C,0wq0H6,LTR,ERVL,0.843167151,6.41E-111,0.870537695,5.90E-133
chr4:24672569:24672984:MSTB,tracer10022,LTR,ERVL-MaLR,0.814774979,9.26E-98,0.81933844,9.75E-105
chr4:24668477:24668829:LTR16C,tracer11791,LTR,ERVL,0.807088626,1.84E-94,0.789408997,4.18E-92
chr4:24668477:24668829:LTR16C,cwydH1,LTR,ERVL,0.759619472,5.06E-77,0.804609371,3.02E-98
chr4:24671685:24671991:AluSg,0wq0H6,SINE,Alu,0.793754397,4.00E-89,0.826807942,2.93E-108
chr4:24672569:24672984:MSTB,0wq0H6,LTR,ERVL-MaLR,0.798719361,4.48E-91,0.836593451,3.86E-113
chr4:24672569:24672984:MSTB,tracer11791,LTR,ERVL-MaLR,0.787980113,5.97E-87,0.800379109,1.75E-96
chr4:36090660:36091498:L1ME2,cwydH1,LINE,L1,0.813704041,1.67E-96,0.848446443,1.68E-119
chr4:36090660:36091498:L1ME2,tracer76249,LINE,L1,0.812712031,2.30E-96,0.851705456,2.40E-121
chr4:36090660:36091498:L1ME2,tracer112653,LINE,L1,0.806340417,8.95E-94,0.847291463,7.39E-119
chr4:36090660:36091498:L1ME2,bknvH1,LINE,L1,0.782196459,1.84E-84,0.806442382,5.04E-99
chr4:36199106:36200818:MER52A,3wobH2,LTR,ERV1,0.767552149,1.79E-79,0.815002279,9.12E-103
chr4:36139859:36140892:L1ME2,cwydH1,LINE,L1,0.79325871,1.37E-88,0.834298187,5.76E-112
chr4:36090660:36091498:L1ME2,0wq0H6,LINE,L1,0.793160372,1.37E-88,0.837367808,1.54E-113
chr4:36128481:36128757:AluJr,0wq0H6,SINE,Alu,0.754576332,2.28E-75,0.807954191,1.14E-99
chr4:36139859:36140892:L1ME2,0wq0H6,LINE,L1,0.771712549,7.75E-81,0.819011249,1.38E-104
chr4:36169064:36169172:MIR3,0wq0H6,SINE,MIR,0.754622264,2.28E-75,0.800917395,1.05E-96
chr4:36176333:36176474:MIR3,0wq0H6,SINE,MIR,0.772141505,6.15E-81,0.805612711,1.14E-98
chr4:36190879:36191338:L1MA5A,0wq0H6,LINE,L1,0.764875294,1.36E-78,0.801199357,8.01E-97
chr4:36202729:36202929:MIR,0wq0H6,SINE,MIR,0.770296207,2.19E-80,0.816099619,2.93E-103
chr4:36209582:36209917:L2a,0wq0H6,LINE,L2,0.764124043,2.27E-78,0.803773952,6.78E-98
chr4:36199106:36200818:MER52A,gwiwH1,LTR,ERV1,0.760654782,3.10E-77,0.814454511,1.60E-102
chr4:36199106:36200818:MER52A,8nwmH4,LTR,ERV1,0.772668367,4.57E-81,0.831490899,1.48E-110
chr4:36199106:36200818:MER52A,ietnH10,LTR,ERV1,0.730637695,3.02E-68,0.801902952,4.10E-97
chr4:41009764:41010051:L2c,0wq0H6,LINE,L2,0.744994249,4.68E-71,0.80001609,2.46E-96
chr4:42596734:42596904:MIRb,bknvH1,SINE,MIR,0.80735879,1.64E-94,0.837935151,7.81E-114
chr4:42599625:42599771:L1M5,bknvH1,LINE,L1,0.816898493,1.23E-98,0.841624869,8.93E-116
chr4:42600161:42600889:L1M5,bknvH1,LINE,L1,0.82279584,3.85E-101,0.841784997,7.33E-116
chr4:42595099:42595214:MIRc,0wq0H6,SINE,MIR,0.852857917,2.51E-116,0.871721178,9.57E-134
chr4:42596734:42596904:MIRb,0wq0H6,SINE,MIR,0.823867057,1.80E-101,0.846969074,1.12E-118
chr4:42599625:42599771:L1M5,0wq0H6,LINE,L1,0.819287565,1.24E-99,0.841287881,1.35E-115
chr4:42600161:42600889:L1M5,0wq0H6,LINE,L1,0.800720672,8.70E-92,0.816036945,3.12E-103
chr4:42595099:42595214:MIRc,bknvH1,SINE,MIR,0.792379674,1.74E-88,0.818483594,2.41E-104
chr4:48510534:48511062:MLT1H,cwydH1,LTR,ERVL-MaLR,0.822850386,2.72E-101,0.872454762,3.07E-134
chr4:48548071:48548106:X7C_LINE,5sz1H1,LINE,CR1,0.823560021,1.68E-101,0.828068823,7.17E-109
chr4:48557256:48557731:L2a,5sz1H1,LINE,L2,0.81528392,6.57E-98,0.815957017,3.39E-103
chr4:48548071:48548106:X7C_LINE,0wq0H6,LINE,CR1,0.839509402,5.67E-109,0.871860795,7.71E-134
chr4:48557256:48557731:L2a,0wq0H6,LINE,L2,0.813896247,2.29E-97,0.841249307,1.41E-115
chr4:48548071:48548106:X7C_LINE,tracer11791,LINE,CR1,0.831726224,2.72E-105,0.829542429,1.36E-109
chr4:48506470:48506556:MIR,cwydH1,SINE,MIR,0.758484259,8.76E-77,0.810457046,9.36E-101
chr4:48510249:48510533:L1M5,cwydH1,LINE,L1,0.756630483,3.43E-76,0.81019656,1.22E-100
chr4:48548071:48548106:X7C_LINE,cwydH1,LINE,CR1,0.789907208,9.94E-88,0.844104591,4.14E-117
chr4:48557256:48557731:L2a,cwydH1,LINE,L2,0.783705913,1.88E-85,0.826155721,6.04E-108
chr4:48556357:48556655:AluSx1,5sz1H1,SINE,Alu,0.788792507,2.49E-87,0.804702793,2.76E-98
chr4:48510534:48511062:MLT1H,0wq0H6,LTR,ERVL-MaLR,0.78461469,9.13E-86,0.833159621,2.16E-111
chr4:48556357:48556655:AluSx1,0wq0H6,SINE,Alu,0.761662976,9.06E-78,0.807701473,1.46E-99
chr4:48557256:48557731:L2a,2dheH1,LINE,L2,0.776635606,7.15E-83,0.807250906,2.28E-99
chr4:48510534:48511062:MLT1H,7efkH1,LTR,ERVL-MaLR,0.797223359,2.04E-90,0.845923558,4.21E-118
chr4:48556357:48556655:AluSx1,7efkH1,SINE,Alu,0.77008196,1.37E-80,0.815342452,6.42E-103
chr4:48557256:48557731:L2a,7efkH1,LINE,L2,0.795314402,8.69E-90,0.832998891,2.61E-111
chr4:48510534:48511062:MLT1H,8nwmH4,LTR,ERVL-MaLR,0.766722164,1.82E-79,0.826844707,2.81E-108
chr4:48557256:48557731:L2a,8nwmH4,LINE,L2,0.775689096,1.48E-82,0.81741862,7.38E-104
chr4:48510534:48511062:MLT1H,tracer10022,LTR,ERVL-MaLR,0.759928038,3.15E-77,0.801959776,3.88E-97
chr4:48548071:48548106:X7C_LINE,tracer10022,LINE,CR1,0.795644712,7.05E-90,0.814689663,1.26E-102
chr4:48557256:48557731:L2a,tracer10022,LINE,L2,0.796805654,2.67E-90,0.818874208,1.59E-104
chr4:48556357:48556655:AluSx1,tracer11791,SINE,Alu,0.791488783,2.60E-88,0.809437422,2.60E-100
chr4:48557256:48557731:L2a,tracer11791,LINE,L2,0.798253131,8.91E-91,0.819370569,9.43E-105
chr4:48636860:48637550:L2c,cwydH1,LINE,L2,0.803406466,5.82E-93,0.847655485,4.64E-119
chr4:48672494:48673234:L1MA3,cwydH1,LINE,L1,0.808650278,3.92E-95,0.852515513,8.21E-122
chr4:48636860:48637550:L2c,5sz1H1,LINE,L2,0.836331456,8.47E-108,0.829693647,1.15E-109
chr4:48672494:48673234:L1MA3,5sz1H1,LINE,L1,0.83829251,1.23E-108,0.838480698,4.06E-114
chr4:48636860:48637550:L2c,0wq0H6,LINE,L2,0.855705707,5.45E-118,0.878620423,1.64E-138
chr4:48672494:48673234:L1MA3,0wq0H6,LINE,L1,0.831650544,1.49E-105,0.866584288,2.26E-130
chr4:48686165:48686282:L2c,0wq0H6,LINE,L2,0.817102862,9.90E-99,0.845902833,4.32E-118
chr4:48672494:48673234:L1MA3,tracer10022,LINE,L1,0.808799788,3.92E-95,0.821412793,1.07E-105
chr4:48636860:48637550:L2c,tracer11791,LINE,L2,0.800732694,6.69E-92,0.805482128,1.29E-98
chr4:48609752:48609848:L1M5,cwydH1,LINE,L1,0.749740514,4.50E-74,0.800677125,1.32E-96
chr4:48618420:48618565:MIRb,cwydH1,SINE,MIR,0.748067384,1.36E-73,0.813608291,3.83E-102
chr4:48621518:48621814:AluJo,cwydH1,SINE,Alu,0.778150441,2.14E-83,0.833039435,2.49E-111
chr4:48652373:48652629:L2c,cwydH1,LINE,L2,0.727402719,1.31E-67,0.808765008,5.08E-100
chr4:48621518:48621814:AluJo,0wq0H6,SINE,Alu,0.79681074,2.39E-90,0.842728274,2.29E-116
chr4:48670587:48670754:L2a,0wq0H6,LINE,L2,0.760451479,2.20E-77,0.813337269,5.05E-102
chr4:48678506:48678707:AluY,0wq0H6,SINE,Alu,0.751083903,1.74E-74,0.805095237,1.88E-98
chr4:48756967:48757661:L3,0wq0H6,LINE,CR1,0.766429587,2.29E-79,0.810147862,1.28E-100
chr4:48636860:48637550:L2c,7efkH1,LINE,L2,0.783884709,1.98E-85,0.804972327,2.12E-98
chr4:48652373:48652629:L2c,7efkH1,LINE,L2,0.754591899,1.47E-75,0.809686363,2.03E-100
chr4:48672494:48673234:L1MA3,7efkH1,LINE,L1,0.792234023,1.45E-88,0.821051545,1.57E-105
chr4:48652373:48652629:L2c,8nwmH4,LINE,L2,0.749644826,4.69E-74,0.809212589,3.25E-100
chr4:48672494:48673234:L1MA3,8nwmH4,LINE,L1,0.756419348,4.18E-76,0.803061734,1.35E-97
chr4:56264282:56264472:L3,3wobH2,LINE,CR1,0.832382837,1.60E-106,0.864061814,9.09E-129
chr4:56289382:56289610:L2,3wobH2,LINE,L2,0.828226445,1.70E-104,0.862340628,1.08E-127
chr4:56289890:56289951:L2,3wobH2,LINE,L2,0.841700887,3.56E-111,0.875681036,1.91E-136
chr4:56289890:56289951:L2,ahqxH1,LINE,L2,0.808114968,2.03E-95,0.857783709,6.56E-125
chr4:56264282:56264472:L3,5sz1H1,LINE,CR1,0.842685961,1.29E-111,0.836303911,5.45E-113
chr4:56283635:56283732:L2c,5sz1H1,LINE,L2,0.802706541,3.51E-93,0.780666223,8.47E-89
chr4:56284542:56284702:AluJb,5sz1H1,SINE,Alu,0.810368261,2.24E-96,0.817170666,9.57E-104
chr4:56286554:56286741:MIRb,5sz1H1,SINE,MIR,0.803451165,1.79E-93,0.810003239,1.48E-100
chr4:56289382:56289610:L2,5sz1H1,LINE,L2,0.824955093,5.76E-103,0.82320979,1.53E-106
chr4:56289890:56289951:L2,5sz1H1,LINE,L2,0.813673523,8.21E-98,0.808541126,6.35E-100
chr4:56264282:56264472:L3,0wq0H6,LINE,CR1,0.839679567,3.55E-110,0.852721974,6.24E-122
chr4:56277018:56277318:AluSz,0wq0H6,SINE,Alu,0.804062154,1.03E-93,0.83355062,1.38E-111
chr4:56283635:56283732:L2c,0wq0H6,LINE,L2,0.832831677,1.02E-106,0.832668116,3.82E-111
chr4:56286554:56286741:MIRb,981yH2,SINE,MIR,0.843844282,3.45E-112,0.897317264,4.81E-153
chr4:56264282:56264472:L3,7efkH1,LINE,CR1,0.915406951,1.11E-164,0.927148637,2.71E-183
chr4:56277018:56277318:AluSz,7efkH1,SINE,Alu,0.860268398,1.65E-121,0.885175615,2.57E-143
chr4:56278280:56278584:AluSg,7efkH1,SINE,Alu,0.842587777,1.31E-111,0.8672945,7.86E-131
chr4:56283635:56283732:L2c,7efkH1,LINE,L2,0.82741508,3.99E-104,0.835733852,1.07E-112
chr4:56284542:56284702:AluJb,7efkH1,SINE,Alu,0.883816766,2.59E-137,0.912103742,1.10E-166
chr4:56286554:56286741:MIRb,7efkH1,SINE,MIR,0.912868663,3.01E-162,0.938833924,7.09E-199
chr4:56287083:56287355:AluSx,7efkH1,SINE,Alu,0.849930747,1.69E-115,0.88491443,4.04E-143
chr4:56289382:56289610:L2,7efkH1,LINE,L2,0.902513904,1.66E-152,0.921006289,4.09E-176
chr4:56289890:56289951:L2,7efkH1,LINE,L2,0.93311809,3.22E-185,0.948848392,6.62E-215
chr4:56264282:56264472:L3,tracer10022,LINE,CR1,0.817647882,1.40E-99,0.833655822,1.22E-111
chr4:56278280:56278584:AluSg,tracer10022,SINE,Alu,0.800180584,3.63E-92,0.814715336,1.23E-102
chr4:56283635:56283732:L2c,tracer10022,LINE,L2,0.801874677,7.51E-93,0.795754851,1.32E-94
chr4:56264282:56264472:L3,tracer11791,LINE,CR1,0.833982445,2.86E-107,0.85030735,1.50E-120
chr4:56283635:56283732:L2c,tracer11791,LINE,L2,0.841373197,4.88E-111,0.841714078,8.00E-116
chr4:56277018:56277318:AluSz,3wobH2,SINE,Alu,0.777125138,1.55E-83,0.816675955,1.61E-103
chr4:56284542:56284702:AluJb,3wobH2,SINE,Alu,0.798791369,1.21E-91,0.834523953,4.42E-112
chr4:56286554:56286741:MIRb,3wobH2,SINE,MIR,0.791675131,7.13E-89,0.848620889,1.34E-119
chr4:56287083:56287355:AluSx,3wobH2,SINE,Alu,0.767815103,2.58E-80,0.810450335,9.42E-101
chr4:56264282:56264472:L3,ahqxH1,LINE,CR1,0.789942659,3.13E-88,0.837022998,2.32E-113
chr4:56278280:56278584:AluSg,ahqxH1,SINE,Alu,0.771617294,1.28E-81,0.805851233,9.00E-99
chr4:56284542:56284702:AluJb,ahqxH1,SINE,Alu,0.789580905,4.22E-88,0.832302202,5.83E-111
chr4:56286554:56286741:MIRb,ahqxH1,SINE,MIR,0.791295806,9.78E-89,0.849853624,2.72E-120
chr4:56287083:56287355:AluSx,ahqxH1,SINE,Alu,0.772156919,8.67E-82,0.816737704,1.51E-103
chr4:56289382:56289610:L2,ahqxH1,LINE,L2,0.755784593,2.33E-76,0.810248244,1.15E-100
chr4:56284542:56284702:AluJb,cwydH1,SINE,Alu,0.755870446,2.22E-76,0.810207072,1.20E-100
chr4:56286554:56286741:MIRb,0z1rH3,SINE,MIR,0.783165517,1.00E-85,0.819255967,1.06E-104
chr4:56289890:56289951:L2,0z1rH3,LINE,L2,0.763367396,7.71E-79,0.806022177,7.61E-99
chr4:56271295:56271340:L3,0wq0H6,LINE,CR1,0.797549045,3.65E-91,0.815399063,6.05E-103
chr4:56284542:56284702:AluJb,0wq0H6,SINE,Alu,0.783051765,1.08E-85,0.8286219,3.85E-109
chr4:56286112:56286274:AluSx1,0wq0H6,SINE,Alu,0.774567121,1.27E-82,0.807908363,1.19E-99
chr4:56286554:56286741:MIRb,0wq0H6,SINE,MIR,0.767992512,2.28E-80,0.802521881,2.26E-97
chr4:56289382:56289610:L2,0wq0H6,LINE,L2,0.781297868,4.67E-85,0.818445937,2.51E-104
chr4:56289890:56289951:L2,gwiwH1,LINE,L2,0.743170837,1.86E-72,0.810774204,6.80E-101
chr4:56264282:56264472:L3,981yH2,LINE,CR1,0.794160243,7.66E-90,0.844187442,3.73E-117
chr4:56284542:56284702:AluJb,981yH2,SINE,Alu,0.741389042,6.05E-72,0.805862671,8.90E-99
chr4:56289382:56289610:L2,981yH2,LINE,L2,0.750137411,1.40E-74,0.819766755,6.19E-105
chr4:56289890:56289951:L2,981yH2,LINE,L2,0.799141409,9.03E-92,0.874701935,9.05E-136
chr4:56271295:56271340:L3,7efkH1,LINE,CR1,0.785832353,1.01E-86,0.812241406,1.54E-101
chr4:56264282:56264472:L3,8nwmH4,LINE,CR1,0.794254681,7.22E-90,0.827590666,1.22E-108
chr4:56284542:56284702:AluJb,8nwmH4,SINE,Alu,0.742516411,2.89E-72,0.807742829,1.40E-99
chr4:56286554:56286741:MIRb,8nwmH4,SINE,MIR,0.788554553,9.79E-88,0.850044517,2.12E-120
chr4:56289890:56289951:L2,8nwmH4,LINE,L2,0.788770265,8.47E-88,0.857871857,5.81E-125
chr4:56286554:56286741:MIRb,ietnH10,SINE,MIR,0.751627584,4.80E-75,0.819630379,7.15E-105
chr4:56289890:56289951:L2,ietnH10,LINE,L2,0.788576564,9.79E-88,0.845192755,1.06E-117
chr4:56289890:56289951:L2,tracer69487,LINE,L2,0.753403089,1.36E-75,0.828649078,3.73E-109
chr4:56284542:56284702:AluJb,tracer10022,SINE,Alu,0.788059751,1.48E-87,0.810413448,9.78E-101
chr4:56286554:56286741:MIRb,tracer10022,SINE,MIR,0.772874723,5.01E-82,0.806746283,3.74E-99
chr4:56289890:56289951:L2,tracer10022,LINE,L2,0.786887712,4.08E-87,0.808232274,8.62E-100
chr4:56271295:56271340:L3,tracer11791,LINE,CR1,0.795134527,3.32E-90,0.809748559,1.90E-100
chr4:56277018:56277318:AluSz,tracer11791,SINE,Alu,0.799219093,8.68E-92,0.82169412,7.87E-106
chr4:56289382:56289610:L2,tracer11791,LINE,L2,0.797944862,2.60E-91,0.821493212,9.77E-106
chr4:68586967:68587379:LTR58,tracer37325,LTR,ERV1,0.844063462,2.10E-111,0.862463992,9.09E-128
chr4:89516704:89516815:MIR3,tracer108565,SINE,MIR,0.858068589,1.07E-119,0.861440548,3.91E-127
chr4:89516704:89516815:MIR3,tracer3540,SINE,MIR,0.859273305,3.99E-120,0.868899552,7.10E-132
chr4:89516704:89516815:MIR3,tracer102962,SINE,MIR,0.849193963,1.03E-114,0.861490898,3.64E-127
chr4:89516704:89516815:MIR3,tracer13540,SINE,MIR,0.79636637,9.04E-90,0.820190513,3.94E-105
chr4:96417844:96418471:L1PB2,0wq0H6,LINE,L1,0.832705132,1.76E-105,0.85529057,1.99E-123
chr4:96395445:96395738:AluSx1,tracer11791,SINE,Alu,0.802016481,3.54E-92,0.802815845,1.71E-97
chr4:96417844:96418471:L1PB2,tracer11791,LINE,L1,0.8093613,4.50E-95,0.810729154,7.12E-101
chr4:96444152:96444537:LTR16A1,tracer11791,LTR,ERVL,0.818536005,5.49E-99,0.830783859,3.33E-110
chr4:96465276:96465395:MIR,tracer11791,SINE,MIR,0.808981205,4.94E-95,0.82926626,1.86E-109
chr4:96128831:96129951:L3,0wq0H6,LINE,CR1,0.770556232,8.08E-81,0.808547728,6.31E-100
